37.9810719,23.7825944,0,
37.98108,23.78263,0,
37.98108,23.78274,0,
37.98109,23.78283,0,
37.98109,23.78295,0,
37.98108,23.78303,0,
37.98106,23.78316,0,
37.98103,23.78327,0,
37.98089,23.78384,0,
37.98073,23.78439,0,
37.98067,23.78455,0,
37.98062,23.78467,0,
37.98051,23.78483,0,
37.9805,23.78488,0,
37.98044,23.78494,0,
37.98031,23.78505,0,
37.98012,23.78521,0,
37.97982,23.78547,0,
37.97959,23.78566,0,
37.9793,23.78591,0,
37.97926,23.78593,0,
37.97873,23.78638,0,
37.97844,23.78662,0,
37.978,23.78698,0,
37.97789,23.78708,0,
37.97769,23.78725,0,
37.97757,23.78734,0,
37.97751,23.7874,0,
37.97738,23.78751,0,
37.97728,23.7876,0,
37.97702,23.78781,0,
37.97631,23.78843,0,
37.97612,23.78859,0,
37.97598,23.78872,0,
37.97594,23.78876,0,
37.9759,23.78878,0,
37.97585,23.78881,0,
37.9758,23.78884,0,
37.97574,23.78886,0,
37.97569,23.78886,0,
37.97561,23.78888,0,
37.97553,23.78888,0,
37.97545,23.78887,0,
37.97537,23.78885,0,
37.97532,23.78883,0,
37.97527,23.78881,0,
37.97523,23.78879,0,
37.97519,23.78876,0,
37.97512,23.7887,0,
37.97506,23.78864,0,
37.975,23.78858,0,
37.9749,23.78848,0,
37.97484,23.78841,0,
37.97474,23.78831,0,
37.97466,23.78821,0,
37.97462,23.78817,0,
37.97459,23.78814,0,
37.97457,23.7881,0,
37.97454,23.78806,0,
37.9745,23.788,0,
37.97447,23.78796,0,
37.97444,23.78791,0,
37.97442,23.78786,0,
37.9744,23.78781,0,
37.97439,23.78776,0,
37.97437,23.78771,0,
37.97436,23.78766,0,
37.97435,23.78761,0,
37.97434,23.78754,0,
37.97433,23.78745,1,
37.97432,23.78737,1,
37.97431,23.78726,1,
37.97431,23.78719,1,
37.97431,23.78717,1,
37.97431,23.78707,1,
37.97429,23.78639,1,
37.97423,23.78555,1,
37.97423,23.78542,1,
37.97421,23.7849,1,
37.9742,23.78481,1,
37.97419,23.78424,1,
37.97415,23.78349,1,
37.97409,23.78257,1,
37.9740912,23.7825734,1,
37.9740912,23.7825734,1,
37.9741,23.78239,1,
37.97411,23.78224,1,
37.97416,23.78204,1,
37.97418,23.7819,1,
37.97428,23.78154,1,
37.97431,23.78141,1,
37.97441,23.781,1,
37.97442,23.78094,1,
37.97443,23.7809,1,
37.97449,23.78069,1,
37.97463,23.78018,1,
37.97466,23.78009,1,
37.97469,23.78001,1,
37.97471,23.77994,1,
37.97481,23.77975,1,
37.97483,23.7797,1,
37.97491,23.77958,1,
37.97505,23.7794,1,
37.97512,23.77932,1,
37.97516,23.77927,1,
37.97522,23.77918,1,
37.97537,23.77903,1,
37.97545,23.77895,1,
37.97548,23.77893,1,
37.97553,23.77889,1,
37.97564,23.77882,1,
37.97567,23.7788,1,
37.97596,23.77862,1,
37.97599,23.77858,1,
37.97605,23.77853,1,
37.97608,23.77849,1,
37.97628,23.77832,1,
37.97631,23.77823,1,
37.97645,23.77803,1,
37.97651,23.77793,1,
37.9766,23.7778,1,
37.9767,23.77766,1,
37.97677,23.77759,1,
37.97682,23.77756,1,
37.9768171,23.7775574,1,
37.97689,23.77754,1,
37.97693,23.77754,1,
37.97699,23.77753,1,
37.97707,23.77754,1,
37.97715,23.77757,1,
37.97723,23.77759,1,
37.97729,23.7776,1,
37.97736,23.77762,1,
37.9774,23.77762,2,
37.97743,23.77763,2,
37.97744,23.77763,2,
37.9775,23.77764,2,
37.97754,23.77764,2,
37.97757,23.77763,2,
37.97761,23.77762,2,
37.97765,23.7776,2,
37.9777,23.77756,2,
37.97777,23.77749,2,
37.97779,23.77747,2,
37.97791,23.77735,2,
37.97792,23.77733,2,
37.97795,23.77731,2,
37.978,23.77726,2,
37.97836,23.77689,2,
37.9787,23.77654,2,
37.97888,23.77636,2,
37.97893,23.77631,2,
37.979,23.77626,2,
37.97904,23.77623,2,
37.97907,23.77621,2,
37.9791,23.77621,2,
37.97912,23.77621,2,
37.97915,23.77621,2,
37.97917,23.77621,2,
37.9792,23.77622,2,
37.97926,23.77624,2,
37.97931,23.77626,2,
37.97933,23.7763,2,
37.9794,23.77639,2,
37.97944,23.77644,2,
37.97947,23.7765,2,
37.97949,23.77653,2,
37.9795,23.77657,2,
37.97951,23.7766,2,
37.97951,23.77665,2,
37.97951,23.77669,2,
37.97951,23.77674,2,
37.97951,23.77678,2,
37.97949,23.77689,2,
37.97947,23.77698,2,
37.97943,23.77715,2,
37.97935,23.77744,2,
37.97929,23.77763,2,
37.97925,23.77784,2,
37.97922,23.77813,2,
37.97923,23.77826,2,
37.9792279,23.7782609,2,
37.9792279,23.7782609,2,
37.97923,23.77837,2,
37.97926,23.77863,2,
37.97932,23.77886,2,
37.97951,23.77926,2,
37.97953,23.77931,2,
37.97955,23.77936,2,
37.97958,23.7794,2,
37.97968,23.77962,2,
37.97995,23.78019,2,
37.9801,23.78052,2,
37.98022,23.78079,2,
37.98043,23.7812,2,
37.98045,23.78126,2,
37.98048,23.7813,2,
37.98053,23.78137,2,
37.98062,23.78147,2,
37.98066,23.78153,2,
37.98072,23.78159,2,
37.98082,23.78169,2,
37.98087,23.78175,2,
37.98091,23.78183,2,
37.98094,23.7819,2,
37.98096,23.782,2,
37.981,23.78214,2,
37.98102,23.7823,2,
37.98105,23.78243,2
