154,207,101,100,217,187,-10,10031,-1,-20,-15,2,1,0,378,346,348,453
155,206,101,101,217,210,-2,10003,-1,-19,-16,1,1,0,377,348,345,453
164,208,98,100,217,215,17,10121,-1,-19,-16,2,1,-1,378,346,344,452
161,207,95,90,218,247,-38,9937,-1,-20,-15,2,1,-1,377,349,348,451
164,203,101,100,215,181,-5,10024,-1,-19,-15,1,0,-1,377,349,346,452
153,207,97,101,214,196,-1,10030,-1,-19,-15,1,1,-1,380,349,348,455
164,208,99,97,217,193,301,10060,-1,-19,-15,2,0,-1,377,349,342,452
159,206,101,101,216,205,-25,10051,-1,-20,-14,2,1,-1,377,349,344,454
164,208,97,101,210,206,1,10021,-1,-20,-14,1,1,-1,380,349,344,450
161,205,94,90,215,216,3,10033,0,-19,-15,1,1,-1,376,347,346,454
160,208,101,101,216,189,-21,9993,0,-19,-14,1,1,-1,380,349,344,452
165,208,96,96,214,193,-32,10073,0,-19,-14,1,1,-1,377,347,346,450
157,207,94,90,215,175,-14,10004,-1,-19,-15,1,1,-1,376,346,346,454
154,206,101,100,213,202,-10,10025,-1,-20,-15,1,1,-1,378,346,348,453
161,206,101,101,215,212,10,10082,-1,-20,-15,1,1,-1,380,346,348,455
161,207,101,101,215,202,-27,10138,-1,-19,-15,1,1,0,380,349,348,455
164,208,101,100,216,202,16,10156,-2,-20,-16,1,1,-1,378,346,342,454
154,206,101,101,215,183,-3,9860,-2,-20,-16,1,1,-1,378,347,345,454
164,206,101,101,215,198,0,9949,-1,-20,-15,1,1,-1,378,347,346,454
165,209,91,90,215,171,-8,9978,-1,-20,-15,2,1,-1,377,347,346,454
164,208,101,101,216,224,9,9982,-1,-20,-15,1,1,-1,380,349,344,451
165,208,98,96,214,215,-9,10092,0,-20,-14,2,1,-1,377,347,344,452
162,206,101,101,216,222,-17,9980,0,-20,-14,1,1,-1,380,348,345,453
154,206,103,100,213,195,-14,10088,-1,-20,-15,1,1,-1,378,346,348,455
158,206,101,100,217,210,19,9968,-1,-19,-15,1,1,-1,380,350,345,453
164,208,99,97,210,177,9,10053,-1,-19,-15,1,1,-1,379,349,344,450
164,205,102,102,214,186,-5,9987,-1,-20,-14,1,0,-1,378,349,342,451
161,207,101,101,210,189,7,10066,-1,-19,-14,1,0,-1,380,348,348,454
159,206,101,90,215,184,29,9943,-1,-19,-14,2,1,-1,376,346,344,451
154,207,101,101,215,202,-10,10010,-1,-19,-15,1,1,-1,377,349,346,454
165,206,101,101,215,211,-3,10143,-1,-19,-15,1,1,-1,378,347,346,454
160,207,94,90,215,198,-21,10333,-1,-19,-15,1,1,-1,374,346,345,455
158,206,101,101,216,183,21,10000,-2,-20,-15,1,1,0,377,348,345,453
155,207,102,95,220,215,-11,10078,-1,-19,-14,1,1,0,374,344,348,455
164,209,98,96,215,224,-10,10145,-1,-19,-14,1,1,0,377,349,342,451
159,206,101,101,216,206,-5,9999,-1,-19,-15,1,1,0,377,349,345,455
154,207,102,95,221,181,295,9948,-1,-20,-15,2,0,-1,374,346,348,455
164,212,91,90,215,157,2,10071,-1,-20,-15,1,1,-1,376,347,346,454
161,207,101,101,216,197,1,9958,-1,-20,-15,1,0,-1,377,349,344,451
164,208,97,94,217,196,-20,10068,-1,-20,-15,1,1,0,374,346,344,448
160,207,101,100,215,206,-25,10006,-1,-20,-16,1,1,-1,377,349,342,452
162,208,98,94,214,167,22,10021,-1,-20,-16,1,1,-1,374,349,342,450
164,208,103,100,217,215,-1,9984,-1,-20,-16,2,1,-1,378,347,346,450
162,206,101,101,216,196,1,9920,-2,-19,-16,1,1,-1,380,349,345,454
164,208,99,97,214,212,-5,9992,-2,-20,-15,2,1,-1,377,349,342,450
158,206,101,101,216,183,-2,10095,-2,-20,-15,2,1,-1,377,348,345,454
164,208,101,101,216,167,-5,9952,-2,-20,-15,1,1,-1,380,349,345,451
154,206,101,100,217,189,13,10010,-1,-20,-15,2,1,-1,378,346,348,453
161,213,90,90,215,209,-3,10018,-1,-20,-15,2,0,-1,376,347,346,452
154,207,101,100,217,204,1,10174,-1,-20,-15,1,0,-1,378,347,348,455
158,206,101,101,216,190,-9,9951,-2,-20,-16,1,1,-1,377,348,345,453
154,207,101,101,215,202,8,10013,-2,-20,-16,1,1,-1,377,347,345,452
161,212,102,94,210,212,2,10012,-1,-19,-15,1,1,-1,374,346,344,448
161,212,101,101,210,203,294,10063,-2,-20,-16,1,1,0,380,348,346,454
155,206,101,90,215,177,3,9952,-2,-20,-16,1,1,-1,376,347,345,452
165,208,96,96,214,189,-3,10051,-1,-19,-16,1,1,-1,377,347,344,450
164,208,98,100,216,175,-3,10054,-1,-20,-16,1,0,-1,378,348,346,453
164,208,98,97,217,206,-11,10101,-1,-20,-16,2,1,0,374,344,348,453
165,209,101,101,215,177,-19,9930,-1,-19,-17,1,1,-1,380,347,348,454
164,208,102,94,217,190,5,10001,-1,-19,-17,2,1,-1,376,346,344,450
160,207,103,97,215,218,-17,10021,-2,-20,-14,1,1,-1,379,349,348,452
165,212,90,96,215,208,-20,10009,-1,-19,-16,1,1,-1,378,347,346,451
154,206,101,100,217,209,-39,9958,-1,-19,-16,1,1,-1,378,346,345,455
161,213,94,90,215,203,3,10003,-2,-20,-16,2,1,-1,376,346,346,454
164,208,101,97,216,189,14,10016,-2,-20,-16,2,1,0,380,349,344,451
154,207,102,98,220,202,0,10016,-2,-20,-16,1,1,-1,378,346,348,455
162,208,101,101,216,161,-17,9950,-1,-20,-15,1,1,-1,380,348,345,453
164,208,99,97,214,209,0,9992,-2,-19,-15,1,1,-1,377,349,342,450
160,207,94,90,215,229,-14,10037,-2,-19,-15,1,1,0,374,344,348,454
158,206,101,100,217,165,-14,10034,-1,-20,-15,1,1,0,378,348,345,453
160,207,102,94,220,189,-301,10022,-2,-19,-15,2,1,-1,376,346,345,455
165,209,96,96,215,234,34,9967,-2,-19,-15,1,1,-1,377,349,342,452
161,213,90,90,215,203,3,9985,-2,-19,-15,1,1,-1,376,346,346,452
164,208,99,97,210,195,-16,10022,-1,-20,-15,1,1,-1,379,349,344,448
158,206,101,101,217,184,-7,10070,-1,-20,-15,2,1,-1,378,347,348,453
164,208,98,100,217,204,15,9909,-1,-20,-14,1,1,-1,378,346,344,450
162,206,101,90,220,208,-1,9988,-1,-20,-14,1,1,-1,374,346,344,455
165,207,101,101,215,229,-3,9980,-1,-20,-15,1,1,-1,378,349,346,454
164,208,102,94,217,220,-5,10019,-1,-20,-15,1,1,0,374,346,344,450
164,208,99,94,217,220,-9,9988,-1,-20,-15,2,0,-1,376,346,344,450
158,206,101,100,217,210,-8,10036,-1,-20,-15,1,1,-1,378,348,345,452
155,209,102,94,215,208,-11,10016,-1,-20,-15,1,1,-1,374,344,348,455
165,212,98,96,215,175,9,10017,-1,-20,-15,1,1,-1,377,347,346,452
160,207,98,94,220,221,-5,9991,-1,-20,-16,1,1,-1,376,346,348,454
154,207,103,100,217,175,-27,10031,-1,-20,-15,1,1,-1,378,346,348,453
161,213,94,90,215,227,-4,10024,-1,-20,-15,1,1,0,374,344,346,454
164,208,99,97,214,192,-22,10000,-1,-20,-14,1,1,-1,377,349,344,450
164,208,96,100,217,196,-294,9994,-1,-20,-15,2,1,-1,378,346,342,453
162,206,101,101,221,179,-32,10088,-1,-20,-15,1,0,-1,374,346,348,455
164,208,101,100,218,186,4,9992,-2,-20,-15,2,1,0,378,349,342,454
158,206,91,90,220,166,-8,10028,-1,-20,-15,2,1,-1,376,346,345,453
164,208,97,94,217,200,-5,10001,-1,-20,-15,2,1,0,374,346,344,453
155,207,98,91,220,200,13,10109,-1,-20,-15,1,1,-1,374,346,345,454
164,208,99,101,216,172,-9,9994,-1,-20,-14,1,1,0,377,349,344,450
155,206,101,100,217,190,-15,10016,-1,-20,-14,1,1,-1,377,348,345,453
161,213,94,90,220,174,-14,10053,-1,-20,-14,1,1,-1,376,346,348,454
155,207,101,100,217,191,-5,10090,-1,-20,-14,2,1,0,378,347,348,453
165,212,96,96,218,232,0,9970,-2,-20,-15,2,1,-1,377,347,342,452
165,208,97,97,214,254,8,9998,-1,-20,-15,2,1,-1,379,349,344,450
165,213,90,90,215,154,-22,10052,-2,-20,-14,1,1,-1,376,347,346,452
165,208,97,101,216,157,32,10061,-1,-20,-15,1,1,-1,380,349,344,450
158,207,101,100,217,184,2,9841,-1,-20,-14,2,1,-1,378,346,348,453
158,206,101,101,219,138,-1,9966,-1,-20,-14,1,1,-1,377,348,345,453
165,208,97,101,216,185,-10,10005,-1,-20,-16,2,1,-1,377,349,344,450
159,206,101,101,217,238,-20,10041,-1,-20,-15,1,1,0,377,348,345,453
162,206,94,90,218,263,279,10012,-1,-20,-15,1,0,0,376,344,344,452
165,209,101,100,218,214,-28,9873,-1,-20,-15,2,1,-1,377,346,346,452
162,206,101,90,221,203,-20,9869,-1,-20,-15,2,1,-1,371,344,346,453
158,208,98,96,216,209,16,9852,-1,-20,-15,1,0,0,376,346,345,451
161,209,101,101,217,198,59,9964,-1,-20,-16,2,0,-1,377,349,342,450
162,210,101,101,218,191,11,10083,-1,-20,-16,1,0,0,375,348,345,454
165,208,97,97,218,165,8,10023,0,-20,-15,1,1,-1,377,349,344,450
161,209,94,90,220,84,-33,9814,-1,-20,-15,2,0,0,371,344,346,453
165,209,96,96,218,-104,-92,9750,-1,-20,-15,2,0,-1,377,347,342,450
161,213,91,90,220,107,-39,9820,-1,-20,-14,1,0,-1,376,347,346,454
160,211,102,98,221,398,-8,10021,-1,-20,-15,1,0,-1,379,347,348,455
165,213,98,96,218,644,-3,10805,-1,-20,-15,1,0,-1,385,357,346,452
160,211,101,97,218,664,61,10694,-1,-20,-16,1,0,-1,389,364,348,454
161,213,102,94,218,466,20,10315,-1,-20,-16,1,1,-1,391,364,344,450
162,210,94,90,216,11,-46,9984,-1,-20,-16,1,2,0,386,361,344,450
162,210,94,90,221,-330,-105,9934,-1,-20,-14,1,2,-1,383,354,344,450
161,213,102,97,218,-428,-61,9796,-1,-20,-15,1,1,-1,385,357,348,450
158,210,101,100,217,-120,-297,9704,-1,-20,-15,1,1,-1,383,354,343,453
160,210,101,100,221,215,86,9438,-1,-19,-15,1,1,-1,382,350,348,453
165,213,90,90,220,349,74,9747,-2,-19,-14,2,0,-1,379,352,346,451
166,210,97,101,218,410,-17,10068,-2,-19,-14,1,1,-1,384,353,344,450
158,210,101,101,217,489,-58,10108,-1,-20,-16,1,1,-1,383,350,345,453
161,213,94,90,220,451,-70,10139,-1,-20,-16,1,0,-1,378,350,346,452
160,211,102,94,221,297,-33,10175,-1,-20,-15,1,1,-1,379,350,348,453
165,212,98,96,219,183,-2,10059,-1,-20,-15,1,0,-1,383,351,345,451
162,213,98,90,218,74,33,10006,-1,-20,-15,2,1,-1,378,353,344,451
165,212,101,100,219,-16,11,10068,-1,-20,-13,2,1,0,383,351,342,452
158,210,101,96,220,-22,-16,10146,-2,-20,-15,1,0,-1,382,352,345,453
166,210,97,97,217,74,-59,9893,-2,-20,-15,1,0,-1,379,347,348,453
166,210,101,101,218,177,-21,10156,-1,-19,-15,1,0,-1,384,353,343,454
166,210,101,101,218,228,-300,10037,-1,-20,-15,2,1,-1,384,353,344,448
158,207,101,100,217,276,46,10068,-1,-20,-15,1,1,-1,382,350,348,453
161,213,91,90,220,273,31,10015,-1,-20,-15,2,1,-1,379,352,346,454
165,212,99,97,218,275,1,9887,-1,-20,-16,1,1,-1,384,353,344,448
165,212,96,96,218,309,-33,10011,-1,-20,-16,1,1,-1,381,353,342,451
161,213,95,94,221,206,1,10035,-1,-20,-15,1,1,-1,378,347,348,453
165,212,97,97,218,180,-15,10043,-1,-20,-15,2,1,-1,384,353,344,450
158,210,90,90,218,125,3,9856,-1,-20,-15,1,1,-1,383,352,345,453
163,210,97,101,218,161,11,10061,-1,-19,-15,2,1,-1,384,353,348,453
166,210,99,95,217,200,4,10103,-1,-19,-14,1,1,0,382,350,342,453
159,212,90,90,218,218,-17,10016,-1,-19,-14,1,0,0,380,353,344,453
166,210,97,97,218,210,-21,10065,-1,-20,-15,2,1,0,384,353,344,450
162,210,101,101,219,220,-19,10096,-1,-20,-15,1,1,-1,384,353,345,453
161,213,94,94,221,239,4,10110,-1,-19,-15,1,1,0,378,350,348,453
165,212,98,96,218,167,-1,10016,-1,-20,-15,1,1,0,381,353,342,451
166,210,101,101,218,118,-1,10070,-1,-20,-15,1,1,0,384,353,345,451
158,207,103,101,217,133,-29,9902,-1,-20,-14,2,1,-1,383,351,348,453
161,211,102,94,221,156,9,10023,-1,-19,-15,1,1,0,378,350,348,453
165,212,104,96,218,171,-17,10048,-1,-19,-15,1,1,-1,382,353,342,452
161,213,109,101,218,240,-23,10153,-1,-20,-15,2,1,-1,384,353,345,453
162,210,109,90,221,220,-9,10266,-1,-20,-14,1,0,-1,379,352,345,453
167,212,106,98,219,206,4,9985,-1,-20,-14,2,1,-1,382,351,345,453
159,210,107,98,218,224,-23,9943,-1,-20,-15,1,1,-1,379,352,345,454
164,210,118,106,217,224,-8,9988,-1,-20,-15,1,1,-1,382,350,339,450
162,210,125,112,219,205,-5,9984,-1,-20,-15,1,1,-1,382,354,345,453
167,210,121,109,218,161,-13,10091,-1,-20,-15,1,1,0,385,353,344,450
159,210,132,116,219,198,-22,9990,-1,-20,-14,1,1,0,383,352,345,453
162,210,133,117,218,210,15,10065,-1,-20,-14,1,1,-1,381,353,345,453
160,211,135,114,221,202,1,10037,-1,-19,-15,1,1,-1,378,347,348,453
165,213,136,120,220,222,-7,10021,-1,-19,-15,1,0,-1,382,353,342,453
164,210,143,133,218,197,-22,10083,-1,-20,-14,1,1,-1,381,353,344,452
158,210,149,126,221,223,-27,9967,-1,-20,-14,1,1,-1,381,352,345,453
165,212,152,130,219,168,-7,10029,-1,-20,-14,2,1,-1,382,351,345,451
158,210,154,136,219,180,0,10036,-2,-20,-14,1,1,-1,383,350,345,453
158,210,158,139,221,171,-5,10024,-2,-19,-15,1,1,-1,381,352,343,453
165,213,162,151,218,279,-11,9968,-2,-19,-15,2,1,-1,383,352,344,453
161,213,170,146,221,178,-50,10028,-1,-20,-14,2,1,-1,378,350,348,453
163,210,181,165,219,192,-14,10045,-1,-19,-14,2,1,-1,384,353,345,453
160,213,186,159,221,190,-3,10010,-1,-19,-14,1,0,-1,382,350,345,455
165,213,186,162,222,220,-19,9887,-1,-19,-15,2,1,-1,383,353,342,453
166,210,197,173,218,191,5,10037,-1,-20,-15,1,0,0,385,353,344,452
160,210,204,180,221,186,-14,10021,-1,-20,-15,1,1,-1,383,351,345,455
159,210,208,183,219,175,0,9990,-1,-20,-14,1,0,0,383,352,345,451
160,214,203,184,219,203,-37,9884,-1,-20,-15,1,1,-1,381,350,345,453
165,213,215,196,218,248,4,10108,-1,-20,-15,2,1,0,383,352,346,454
167,213,218,199,218,161,-10,10028,-2,-19,-14,1,1,-1,383,351,346,454
165,213,222,194,218,206,5,10012,-1,-19,-15,1,0,-1,384,353,346,451
165,211,240,212,222,210,305,9968,-1,-19,-15,1,1,0,382,353,342,454
162,216,245,220,219,212,-8,10089,-1,-20,-15,2,1,-1,383,351,345,451
165,213,249,219,218,193,-8,9988,-1,-20,-15,1,1,-1,384,353,339,450
162,210,263,231,219,153,-7,9990,-1,-19,-14,1,1,0,383,353,345,453
160,213,272,240,221,200,-306,9938,-1,-19,-16,1,1,0,382,350,348,453
165,213,274,238,221,160,26,10096,-1,-19,-16,1,1,-1,382,352,346,454
165,213,288,253,218,197,-10,10019,-1,-20,-15,1,1,-1,385,353,339,450
166,211,301,263,219,206,-7,10047,-1,-19,-14,1,1,-1,383,353,343,453
161,213,303,269,221,192,-9,9920,-1,-19,-14,1,1,-1,384,353,348,455
167,214,316,279,221,174,2,10027,-1,-19,-15,1,1,-1,382,351,342,452
165,213,314,285,218,160,2,10009,-1,-20,-15,1,1,-1,383,353,346,452
165,213,327,290,222,193,-10,10017,-1,-20,-15,1,1,-1,382,353,342,450
159,216,328,288,221,206,-3,9976,-1,-19,-16,2,1,-1,382,352,344,454
167,214,341,303,218,205,0,10077,-2,-19,-15,1,1,0,384,353,344,451
165,215,346,302,221,161,-37,10024,-2,-19,-15,1,1,-1,379,352,346,454
161,217,354,314,221,205,1,10016,-1,-20,-14,1,1,-1,378,350,348,453
165,215,363,321,218,208,2,10001,-1,-20,-15,1,1,-1,384,353,342,450
165,220,370,323,221,189,-1,10059,-1,-20,-15,1,0,0,379,353,346,454
166,215,381,337,218,128,-19,9996,-1,-20,-16,2,1,0,381,356,344,451
167,215,383,339,218,200,-25,10061,-1,-20,-16,2,1,-1,384,353,344,450
162,218,393,351,224,185,-14,9974,-1,-19,-14,1,1,-1,383,352,345,453
162,218,399,353,221,184,3,10049,-2,-19,-15,1,1,-1,379,350,343,454
165,218,403,354,218,167,-10,9949,-2,-19,-15,1,1,-1,378,352,344,448
165,220,413,368,218,198,3,10031,-2,-20,-14,2,0,0,383,351,346,453
158,218,421,363,221,203,-5,10058,-1,-20,-15,1,1,-1,382,352,345,453
166,218,425,381,219,214,-4,10030,-1,-20,-15,1,1,0,384,353,344,453
163,221,428,376,223,183,-17,9949,-2,-19,-14,2,1,-1,378,352,344,454
161,221,438,386,221,163,-9,9991,-1,-19,-15,2,0,0,378,347,348,453
165,220,445,393,222,187,-1,9996,-1,-19,-15,1,1,-1,381,353,342,448
163,218,457,405,224,202,-15,10022,-1,-20,-15,1,1,-1,383,351,345,453
167,218,457,405,219,187,11,9945,-1,-19,-15,1,1,-1,385,353,339,450
167,220,463,409,222,193,3,10001,-1,-19,-15,1,1,-1,381,353,342,448
162,218,473,420,224,186,-1,10017,-1,-19,-16,1,1,-1,381,351,345,453
167,219,480,424,223,173,-8,10058,-1,-19,-14,1,1,-1,382,353,342,450
161,221,480,427,225,193,-11,10076,-1,-19,-14,1,1,-1,384,353,348,453
167,220,478,433,226,242,1,9958,-1,-20,-14,2,1,-1,382,352,346,452
162,218,484,426,224,181,9,10047,-1,-19,-14,1,1,-1,383,353,346,452
160,224,492,437,228,212,3,9985,-1,-19,-14,1,1,0,382,350,348,452
158,218,499,442,225,165,2,10135,-1,-19,-16,1,1,-1,382,354,345,453
167,220,496,441,222,205,-14,9900,-1,-19,-16,1,0,-1,385,356,344,450
162,218,501,445,225,161,-9,10017,-1,-20,-15,2,1,0,382,352,345,453
161,219,502,445,229,192,-9,10037,-1,-19,-16,2,1,0,379,350,348,452
158,218,508,451,225,210,1,10041,-1,-19,-16,1,1,-1,382,351,345,453
161,224,504,442,229,179,-1,9955,0,-19,-16,1,1,-1,378,347,346,454
165,221,503,444,226,200,16,10072,-1,-20,-15,1,1,-1,381,353,342,450
167,220,510,450,228,195,-13,10021,-1,-20,-15,1,1,0,382,354,346,450
162,218,502,442,222,186,-40,9979,-1,-20,-16,1,0,-1,378,352,345,451
166,218,507,446,229,186,-16,9942,-1,-20,-15,1,1,-1,378,350,344,452
167,221,504,451,225,141,11,10013,-1,-20,-15,1,1,-1,384,353,345,453
162,218,503,444,229,210,3,10059,-1,-19,-15,1,1,0,379,353,344,451
165,221,503,444,228,209,0,10037,-1,-19,-16,1,1,-1,379,352,346,453
159,218,511,453,227,202,-2,10043,-1,-19,-16,1,1,-1,383,354,345,453
167,218,508,453,226,168,-14,10086,-1,-19,-15,2,1,0,384,353,344,450
167,220,506,451,222,217,1,9985,-1,-20,-16,1,0,-1,384,353,342,450
162,218,511,453,227,173,-11,9996,-1,-20,-16,1,1,-1,383,354,345,453
165,221,504,444,229,186,21,9955,-1,-20,-14,2,1,-1,378,350,344,454
162,219,511,454,225,177,13,10023,-1,-20,-14,2,1,0,382,350,348,453
162,218,508,444,229,154,-4,9991,-1,-19,-15,1,1,-1,379,352,344,453
162,224,511,455,228,210,9,10046,-1,-20,-15,1,1,-1,381,353,345,454
165,218,503,446,226,202,-33,10023,-1,-20,-15,1,1,-1,378,352,344,451
167,220,509,452,227,202,2,10094,-1,-20,-15,2,1,-1,382,350,342,451
167,220,500,455,226,226,2,9972,-1,-19,-15,2,1,-1,382,350,346,453
162,218,510,452,227,185,-8,10010,-1,-19,-15,2,0,-1,383,353,345,453
165,221,502,446,228,198,10,10017,0,-20,-15,2,1,-1,382,352,343,454
165,221,501,443,228,175,-14,10057,-1,-20,-16,2,1,-1,379,352,346,453
167,220,505,453,222,167,-19,9974,-1,-20,-16,1,1,-1,385,353,344,450
162,218,508,454,229,180,3,10040,-1,-19,-16,2,1,-1,382,350,348,453
165,221,500,446,228,177,-15,10024,-1,-19,-15,2,1,-1,382,352,346,451
166,218,507,455,226,215,-8,10115,-1,-19,-15,1,1,-1,384,351,345,454
166,218,507,451,229,224,-20,10009,-1,-20,-16,1,1,-1,382,347,348,452
165,218,506,455,229,180,5,10019,-1,-19,-16,1,1,-1,379,352,345,453
162,218,500,442,222,171,0,10012,-1,-19,-16,1,1,-1,379,350,348,453
167,220,500,452,226,202,-8,10027,-1,-19,-16,2,1,-1,383,354,346,452
162,218,507,453,229,195,-31,10013,-1,-20,-16,1,1,-1,379,352,344,453
160,224,505,450,229,177,10,10045,-1,-20,-16,1,1,-1,379,347,348,453
165,221,500,446,228,204,1,10033,-1,-20,-16,1,1,0,381,352,342,452
166,218,507,453,226,199,-9,10015,-1,-20,-16,1,0,-1,383,353,345,453
167,220,502,447,223,195,-41,10104,-1,-19,-16,2,1,-1,384,353,339,450
162,219,507,451,229,259,-1,10064,-1,-20,-14,1,1,-1,382,350,345,453
166,218,506,453,226,200,10,10029,-1,-20,-14,2,1,-1,381,352,345,453
161,224,504,446,229,160,16,10015,-1,-20,-15,1,1,-1,378,346,348,453
165,221,502,447,226,197,-16,9992,-1,-20,-15,1,1,-1,381,353,342,450
158,218,497,444,226,228,3,10088,-1,-20,-15,1,1,0,380,352,345,453
166,218,503,442,229,172,-9,9999,-1,-20,-15,2,1,-1,378,350,345,451
166,219,502,449,229,211,-4,10031,-1,-20,-16,2,1,-1,378,347,344,452
167,221,499,447,229,202,-1,10104,-1,-20,-16,1,1,-1,384,353,345,453
165,221,498,442,229,206,-4,10010,-2,-20,-15,1,1,-1,379,352,346,454
162,218,505,453,227,181,-3,10060,-1,-20,-15,1,1,0,382,350,348,452
165,221,496,442,228,202,-5,10039,-1,-20,-15,2,1,0,379,352,346,452
161,225,499,442,229,204,-7,10010,-2,-19,-15,2,1,-1,378,350,345,453
162,219,504,451,229,179,-11,9966,-1,-20,-15,1,1,0,382,350,348,453
162,218,504,448,227,174,-7,10035,-1,-20,-15,1,1,-1,382,352,345,453
163,225,496,442,229,161,-16,9974,-1,-19,-15,1,1,-1,378,352,345,454
167,220,496,445,226,184,-19,10016,-1,-19,-15,1,1,-1,384,353,339,450
160,224,495,447,228,246,1,9978,-2,-19,-16,1,1,0,384,353,345,455
162,218,499,440,229,174,5,10047,-1,-20,-15,1,1,-1,379,352,344,453
167,225,500,448,226,160,8,10057,-1,-20,-15,2,1,0,384,356,342,450
162,224,494,446,229,181,-11,10013,-1,-20,-15,1,1,0,381,353,345,453
167,220,495,447,226,204,-14,9845,-2,-19,-15,1,1,0,381,353,339,450
162,218,500,452,229,154,-31,10067,-2,-19,-15,1,1,-1,382,352,345,453
163,218,498,452,227,210,-5,9991,-1,-20,-15,1,1,-1,383,353,345,453
163,225,491,440,229,208,-8,9992,-1,-20,-16,2,1,-1,378,350,346,453
162,219,496,448,229,190,23,9949,-1,-20,-16,2,1,0,382,351,345,453
162,218,496,452,227,193,-2,10106,-1,-20,-15,1,1,-1,383,352,345,453
163,221,490,440,229,180,-3,9978,-2,-20,-16,1,1,-1,379,350,346,452
162,219,498,449,229,186,-2,10021,-2,-20,-16,2,1,-1,382,351,345,453
162,218,497,451,229,211,-25,9985,-1,-20,-16,2,1,-1,379,352,345,454
162,220,488,440,226,193,-4,10053,-1,-20,-15,1,1,-1,379,352,344,454
165,221,495,449,222,233,-8,9927,-1,-20,-15,1,0,-1,384,351,345,455
166,218,496,447,226,206,-2,10098,-1,-20,-15,2,1,-1,384,353,348,453
167,220,488,441,226,178,1,9952,-1,-20,-17,2,1,-1,383,353,343,454
167,220,489,443,226,203,40,10125,-1,-20,-17,1,1,0,381,353,342,450
167,218,495,449,226,199,10,9956,-1,-19,-16,2,1,-1,384,351,345,451
162,218,497,450,225,179,-2,10011,-1,-19,-16,1,1,-1,382,350,348,452
168,220,494,447,226,233,-31,10009,-1,-20,-16,1,1,0,385,356,344,451
162,218,497,447,227,223,284,10101,-2,-20,-15,1,1,-1,383,353,345,453
166,218,496,451,226,233,-3,9937,-2,-20,-15,2,1,-1,383,351,345,450
172,220,491,445,223,197,3,10059,-1,-19,-16,1,1,0,384,353,339,450
161,224,489,445,229,185,8,9973,-1,-19,-16,1,0,-1,384,350,345,453
163,218,488,440,229,187,-1,9964,-1,-19,-16,2,1,-1,379,352,345,452
170,218,492,443,229,178,4,9990,0,-20,-16,1,1,0,378,346,339,453
167,219,496,449,227,190,-2,10071,0,-19,-15,2,0,-1,381,353,345,453
167,221,497,451,228,205,-19,9994,0,-19,-15,2,1,-1,382,353,346,453
166,218,496,449,227,179,-5,10023,-1,-20,-16,2,0,-1,384,353,345,453
167,221,490,444,228,210,-11,10001,-1,-20,-15,1,1,-1,381,353,342,451
166,218,496,449,226,168,8,10037,-1,-20,-15,1,0,-1,383,353,345,453
